customer_id,baby_and_kids_spend,beauty_and_personal_care_spend,books_and_stationery_spend,electronics_and_accessories_spend,fashion_and_apparel_spend,fitness_and_health_spend,footwear_spend,grocery_and_fmcg_spend,home_and_kitchen_spend,home_furnishing_spend,baby_and_kids_pct,beauty_and_personal_care_pct,books_and_stationery_pct,electronics_and_accessories_pct,fashion_and_apparel_pct,fitness_and_health_pct,footwear_pct,grocery_and_fmcg_pct,home_and_kitchen_pct,home_furnishing_pct
WCBH0,0,0,3463,0,0,0,0,0,0,899,0.0,0.0,79.39018798716185,0.0,0.0,0.0,0.0,0.0,0.0,20.609812012838148
KVCRE,149,0,0,0,0,0,0,650,0,0,18.64831038798498,0.0,0.0,0.0,0.0,0.0,0.0,81.35168961201502,0.0,0.0
V1ZCI,6642,0,0,0,0,6999,0,0,0,1499,43.87054161162484,0.0,0.0,0.0,0.0,46.22853368560106,0.0,0.0,0.0,9.900924702774109
YVIYY,7896,0,0,0,0,0,0,0,1999,0,79.79787771601819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.202122283981808,0.0
ESD70,0,299,0,20995,0,399,1499,0,0,0,0.0,1.289237668161435,0.0,90.52690582959642,0.0,1.7204208347706105,6.463435667471542,0.0,0.0,0.0
RFUFO,0,0,0,0,0,13195,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
XVSLA,0,0,0,8644,1299,0,0,30,0,0,0.0,0.0,0.0,86.67401985360473,13.025167953474382,0.0,0.0,0.3008121929208864,0.0,0.0
0VERO,0,0,2164,0,0,0,0,0,1299,0,0.0,0.0,62.48917123881028,0.0,0.0,0.0,0.0,0.0,37.51082876118972,0.0
IY9CX,0,0,0,0,799,24892,1499,0,0,0,0.0,0.0,0.0,0.0,2.9385803604266276,91.54836336888562,5.513056270687753,0.0,0.0,0.0
Y4LZD,0,249,0,1999,999,0,9496,0,0,0,0.0,1.9540139684532685,0.0,15.68704386722122,7.83959821078239,0.0,74.51934395354313,0.0,0.0,0.0
QPBO0,0,249,199,0,0,12995,2499,0,0,0,0.0,1.561911930748965,1.2482749968636306,0.0,0.0,81.5142391167984,15.675573955589009,0.0,0.0,0.0
RU96M,0,0,0,17541,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
F6G7O,0,0,0,0,0,0,0,408,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
E9PPC,0,0,0,54991,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
6QTQ2,0,2499,0,0,0,2499,0,328,0,2999,0.0,30.018018018018015,0.0,0.0,0.0,30.018018018018015,0.0,3.9399399399399395,0.0,36.02402402402403
7RU3G,4894,0,249,0,0,0,1299,0,0,0,75.97019559143124,0.0,3.86525923626203,0.0,0.0,0.0,20.164545172306735,0.0,0.0,0.0
NN6WZ,0,0,0,0,0,2696,1499,0,0,0,0.0,0.0,0.0,0.0,0.0,64.26698450536352,35.73301549463647,0.0,0.0,0.0
M4S66,0,399,0,0,0,0,1999,0,1799,11693,0.0,2.511013215859031,0.0,0.0,0.0,0.0,12.580239144115795,0.0,11.321585903083701,73.58716173694148
ELPXX,0,0,0,0,0,4296,0,0,0,3999,0.0,0.0,0.0,0.0,0.0,51.79023508137433,0.0,0.0,0.0,48.20976491862568
9589Q,0,0,0,0,6594,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
XSJ8F,149,0,2164,0,0,0,0,0,0,0,6.441850410722005,0.0,93.55814958927799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LS67R,1299,6242,0,0,0,0,0,60,0,0,17.089856597816077,82.12077358242337,0.0,0.0,0.0,0.0,0.0,0.7893698197605579,0.0,0.0
3YI5I,0,249,0,0,0,0,0,506,0,0,0.0,32.980132450331126,0.0,0.0,0.0,0.0,0.0,67.01986754966887,0.0,0.0
K2ONG,0,0,0,1499,3696,0,0,10,0,0,0.0,0.0,0.0,28.799231508165224,71.00864553314122,0.0,0.0,0.19212295869356388,0.0,0.0
4GANJ,999,0,0,0,0,299,0,486,0,499,43.75821287779238,0.0,0.0,0.0,0.0,13.096802452912835,0.0,21.28777923784494,0.0,21.85720543144985
49CCW,0,7641,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F13R9,0,0,0,0,0,0,0,714,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
3N714,0,3997,599,0,899,0,0,0,0,0,0.0,72.73885350318471,10.900818926296633,0.0,16.360327570518653,0.0,0.0,0.0,0.0,0.0
3EU0W,0,0,0,0,0,0,1499,0,0,10095,0.0,0.0,0.0,0.0,0.0,0.0,12.929101259272038,0.0,0.0,87.07089874072797
I20J6,0,0,0,11942,0,899,0,0,0,999,0.0,0.0,0.0,86.28612716763006,0.0,6.495664739884393,0.0,0.0,0.0,7.21820809248555
GT6EJ,0,4345,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.40E+60,1299,0,0,0,0,0,7995,0,0,0,13.976759199483539,0.0,0.0,0.0,0.0,0.0,86.02324080051646,0.0,0.0,0.0
Q87GT,0,0,718,0,0,0,0,300,0,0,0.0,0.0,70.53045186640472,0.0,0.0,0.0,0.0,29.469548133595286,0.0,0.0
PA2S7,0,0,0,0,0,0,16093,0,2499,0,0.0,0.0,0.0,0.0,0.0,0.0,86.55873493975903,0.0,13.441265060240964,0.0
XEYII,0,0,0,0,3396,0,0,0,899,0,0.0,0.0,0.0,0.0,79.0686845168801,0.0,0.0,0.0,20.931315483119906,0.0
I0V6K,0,0,99,0,0,4096,0,0,0,999,0.0,0.0,1.9060454370427415,0.0,0.0,78.86022333461686,0.0,0.0,0.0,19.233731228340393
9O2HN,0,0,0,0,0,0,0,0,18995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
TZAY0,9245,0,0,0,0,0,0,0,0,3999,69.8051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1948051948052
KC55V,16041,0,0,0,0,0,0,0,1299,0,92.50865051903115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.491349480968858,0.0
XTXUU,0,0,0,40693,499,799,0,0,0,0,0.0,0.0,0.0,96.90886142268582,1.1883498844990592,1.9027886928151272,0.0,0.0,0.0,0.0
DOQ4O,3945,0,150,0,0,0,0,0,0,0,96.33699633699634,0.0,3.6630036630036633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZR9HA,0,2147,599,2499,0,0,0,0,0,0,0.0,40.93422306959009,11.420400381315538,47.64537654909438,0.0,0.0,0.0,0.0,0.0,0.0
6Z0YA,0,7740,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37XTO,0,0,0,11294,0,0,0,40,0,0,0.0,0.0,0.0,99.6470795835539,0.0,0.0,0.0,0.3529204164460914,0.0,0.0
69JL6,499,0,0,0,0,7296,0,60,0,0,6.352641629535327,0.0,0.0,0.0,0.0,92.8835136855506,0.0,0.7638446849140674,0.0,0.0
LV02S,0,0,0,3999,5096,0,2499,0,0,0,0.0,0.0,0.0,34.49197860962567,43.95376919096084,0.0,21.55425219941349,0.0,0.0,0.0
BQEW6,1499,0,0,0,0,0,14893,0,1499,0,8.378514336817394,0.0,0.0,0.0,0.0,0.0,83.24297132636521,0.0,8.378514336817394,0.0
YNLD7,0,0,249,0,0,2499,1799,474,0,0,0.0,0.0,4.959171479784903,0.0,0.0,49.770961959768975,35.829516032662816,9.44035052778331,0.0,0.0
DFA87,0,0,150,0,0,0,0,0,8796,0,0.0,0.0,1.676727028839705,0.0,0.0,0.0,0.0,0.0,98.32327297116029,0.0
TCBIL,0,0,120,0,4995,0,1799,0,899,0,0.0,0.0,1.5359017022910533,0.0,63.9319083578651,0.0,23.025726353513377,0.0,11.506463586330474,0.0
52Q3B,0,0,0,0,0,0,0,0,27691,1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.51914453259744,4.480855467402552
AXNQR,0,0,0,0,0,0,0,0,23190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
SP9Q8,0,0,0,0,0,2499,10397,0,0,3999,0.0,0.0,0.0,0.0,0.0,14.791358390056232,61.53891683930157,0.0,0.0,23.669724770642205
Y4XQA,0,0,0,0,0,0,0,0,10994,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
KMY8P,2499,0,947,0,1799,0,0,0,0,0,47.64537654909438,0.0,18.055290753098188,0.0,34.299332697807436,0.0,0.0,0.0,0.0,0.0
07OZR,9145,0,0,0,0,0,1499,50,0,0,85.5152421918833,0.0,0.0,0.0,0.0,0.0,14.017205909855996,0.467551898260707,0.0,0.0
CE1CH,0,0,0,0,5794,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
8JCW5,1448,6693,0,0,899,0,0,0,0,0,16.01769911504425,74.03761061946904,0.0,0.0,9.944690265486726,0.0,0.0,0.0,0.0,0.0
DPW5W,0,0,0,0,6094,14999,0,180,0,1999,0.0,0.0,0.0,0.0,26.185974561705056,64.45084221381919,0.0,0.7734616706772087,0.0,8.589721553798556
XU8N6,1299,799,0,0,0,0,14892,0,0,0,7.64567392583873,4.70276633313714,0.0,0.0,0.0,0.0,87.65155974102413,0.0,0.0,0.0
DWS6F,0,0,199,0,1799,0,0,0,17096,0,0.0,0.0,1.0422122132607101,0.0,9.421807897768932,0.0,0.0,0.0,89.53597988897035,0.0
FPJ7S,0,0,0,1499,0,0,0,70,11294,0,0.0,0.0,0.0,11.653580035761486,0.0,0.0,0.0,0.5441965326906631,87.80222343154786,0.0
416O4,0,0,0,0,799,0,0,393,0,1299,0.0,0.0,0.0,0.0,32.075471698113205,0.0,0.0,15.776796467282217,0.0,52.14773183460457
UC100,1299,0,199,0,0,0,0,0,16393,0,7.260633838242692,0.0,1.1122910960818289,0.0,0.0,0.0,0.0,0.0,91.62707506567548,0.0
ATISZ,799,799,0,35796,0,0,0,0,0,899,2.086543232444572,2.086543232444572,0.0,93.47922596819262,0.0,0.0,0.0,0.0,0.0,2.3476875669182355
EFFZ2,0,299,0,0,0,23893,0,0,0,0,0.0,1.2359457671957672,0.0,0.0,0.0,98.76405423280423,0.0,0.0,0.0,0.0
QD3B0,349,0,0,12996,0,899,0,0,0,0,2.450154450996911,0.0,0.0,91.23841617523168,0.0,6.311429373771412,0.0,0.0,0.0,0.0
CXT9Q,0,0,0,6246,0,299,3499,0,0,0,0.0,0.0,0.0,62.18637992831542,0.0,2.9769016328156113,34.83671843886897,0.0,0.0,0.0
UY93N,0,0,2912,0,0,0,4499,0,0,0,0.0,0.0,39.2929429226825,0.0,0.0,0.0,60.70705707731751,0.0,0.0,0.0
3JKIH,0,0,3412,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPCOX,0,0,199,0,0,0,799,659,0,0,0.0,0.0,12.009656004828003,0.0,0.0,0.0,48.21967410983706,39.77066988533494,0.0,0.0
U13O0,0,0,0,0,0,30594,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
LG5TL,0,0,0,0,0,0,0,0,0,14693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
7JCZF,0,0,0,0,0,899,0,606,0,0,0.0,0.0,0.0,0.0,0.0,59.734219269102994,0.0,40.26578073089701,0.0,0.0
NZU3N,0,0,0,0,0,0,4999,0,21392,0,0.0,0.0,0.0,0.0,0.0,0.0,18.942063582281836,0.0,81.05793641771815,0.0
RQ32K,399,0,0,5996,1499,0,0,0,0,499,4.75396163469558,0.0,0.0,71.4404861193852,17.8601215298463,0.0,0.0,0.0,0.0,5.945430716072917
00YXR,9596,0,499,0,0,0,0,16,0,0,94.9065374344773,0.0,4.93521906834141,0.0,0.0,0.0,0.0,0.15824349718128772,0.0,0.0
4ZMNV,0,399,399,0,0,0,0,60,18294,0,0.0,2.083333333333333,2.083333333333333,0.0,0.0,0.0,0.0,0.3132832080200501,95.52005012531328,0.0
6ZPX1,0,0,0,0,0,0,0,1030,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
33IYI,0,0,349,0,0,5696,0,0,0,1999,0.0,0.0,4.338637493784187,0.0,0.0,70.81054201889607,0.0,0.0,0.0,24.85082048731974
QX1VQ,0,0,0,0,0,0,12093,0,0,1299,0.0,0.0,0.0,0.0,0.0,0.0,90.30017921146953,0.0,0.0,9.699820788530467
MVYLK,0,0,0,0,0,0,14693,45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.69466684760484,0.30533315239516895,0.0,0.0
GT8RB,0,0,399,0,0,0,0,463,0,0,0.0,0.0,46.2877030162413,0.0,0.0,0.0,0.0,53.7122969837587,0.0,0.0
DVH8K,0,2994,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UKN67,0,0,0,0,0,0,0,0,0,12995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4I7RK,0,0,0,0,0,0,0,0,0,12892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
62Y1S,0,0,0,0,0,0,0,0,0,12795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
KE7OJ,3044,0,0,0,2498,0,0,0,0,1499,43.232495384178385,0.0,0.0,0.0,35.47791506888226,0.0,0.0,0.0,0.0,21.289589546939354
DT87U,0,0,0,0,0,27491,0,0,1799,0,0.0,0.0,0.0,0.0,0.0,93.85797200409695,0.0,0.0,6.142027995903039,0.0
M8VAQ,0,0,0,0,0,0,3499,316,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91.71690694626474,8.283093053735255,0.0,0.0
QRHPW,0,0,0,0,7291,999,0,0,0,0,0.0,0.0,0.0,0.0,87.94933655006031,12.050663449939686,0.0,0.0,0.0,0.0
R3V1D,0,0,0,0,0,0,0,0,0,16791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4N0X0,0,0,0,0,0,28490,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
LW8WE,23793,0,0,0,0,0,0,0,2999,999,85.61404771328847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.791263358641286,3.594688928070239
S69OC,0,0,0,0,199,0,0,0,9395,0,0.0,0.0,0.0,0.0,2.074213049822806,0.0,0.0,0.0,97.9257869501772,0.0
W2CCB,11642,1999,0,0,0,0,0,0,0,3999,65.99773242630386,11.332199546485262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.670068027210885
6ASO4,0,4840,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YUM80,0,0,0,499,0,0,899,245,0,0,0.0,0.0,0.0,30.371272063298843,0.0,0.0,54.71698113207547,14.911746804625684,0.0,0.0
KUJR1,0,0,0,0,199,0,0,0,24694,0,0.0,0.0,0.0,0.0,0.7994215241232475,0.0,0.0,0.0,99.20057847587675,0.0
6IFMV,0,0,0,15292,799,0,1999,0,0,0,0.0,0.0,0.0,84.53289110005528,4.416804864566059,0.0,11.050304035378662,0.0,0.0,0.0
Y7JOL,0,0,0,0,8092,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0JLRP,0,0,0,1798,0,0,0,0,2499,7796,0.0,0.0,0.0,14.86810551558753,0.0,0.0,0.0,0.0,20.664847432398908,64.46704705201356
3GOWY,0,0,0,0,0,0,0,550,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
O3YP3,0,0,0,1999,2996,0,0,0,2999,0,0.0,0.0,0.0,25.006254691018263,37.478108581436075,0.0,0.0,0.0,37.51563672754566,0.0
4SG0X,0,3495,0,0,2499,0,0,0,0,0,0.0,58.30830830830831,0.0,0.0,41.69169169169169,0.0,0.0,0.0,0.0,0.0
J2XMR,1299,0,0,299,9492,0,0,0,0,0,11.713255184851217,0.0,0.0,2.6961226330027053,85.59062218214608,0.0,0.0,0.0,0.0,0.0
GJHGI,0,0,0,0,0,899,0,0,0,12393,0.0,0.0,0.0,0.0,0.0,6.763466746915438,0.0,0.0,0.0,93.23653325308456
BAW8B,299,0,0,0,0,0,11894,0,0,0,2.4522266874436154,0.0,0.0,0.0,0.0,0.0,97.54777331255639,0.0,0.0,0.0
OMJIO,299,0,120,0,0,0,0,0,0,11293,2.5529371584699456,0.0,1.0245901639344261,0.0,0.0,0.0,0.0,0.0,0.0,96.42247267759562
OY04X,0,0,0,0,0,0,0,0,16092,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
9LAMK,0,4195,0,999,0,0,0,0,0,0,0.0,80.76626877165961,0.0,19.233731228340393,0.0,0.0,0.0,0.0,0.0,0.0
AXFQL,0,0,0,0,0,0,0,553,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
N5DZZ,0,1499,0,0,5696,0,0,0,0,0,0.0,20.833912439193885,0.0,0.0,79.16608756080612,0.0,0.0,0.0,0.0,0.0
JPCVW,0,0,1947,3498,0,0,0,0,0,0,0.0,0.0,35.75757575757576,64.24242424242425,0.0,0.0,0.0,0.0,0.0,0.0
LTN81,0,0,349,19992,0,0,2499,0,0,0,0.0,0.0,1.5280210157618215,87.53064798598949,0.0,0.0,10.941330998248686,0.0,0.0,0.0
Q086D,0,0,399,29999,0,0,0,0,9395,0,0.0,0.0,1.0026889151358278,75.38763099037519,0.0,0.0,0.0,0.0,23.60968009448898,0.0
Z9HPH,0,2746,0,0,0,0,1199,0,0,0,0.0,69.60709759188846,0.0,0.0,0.0,0.0,30.39290240811153,0.0,0.0,0.0
MEKYR,0,4794,0,0,0,0,3499,0,0,0,0.0,57.80778970215845,0.0,0.0,0.0,0.0,42.192210297841555,0.0,0.0,0.0
VOIMW,0,0,0,0,5394,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
TH4XR,799,0,0,0,0,0,15392,0,0,0,4.934840343400655,0.0,0.0,0.0,0.0,0.0,95.06515965659933,0.0,0.0,0.0
NLRKQ,999,1646,0,0,0,0,0,0,0,2999,17.70021261516655,29.16371367824238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.13607370659107
638ML,0,0,0,0,6494,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ZICBP,9497,0,0,0,2098,0,0,0,0,0,81.90599396291505,0.0,0.0,0.0,18.09400603708495,0.0,0.0,0.0,0.0,0.0
CFY7D,0,0,0,699,0,0,0,781,0,0,0.0,0.0,0.0,47.22972972972973,0.0,0.0,0.0,52.77027027027027,0.0,0.0
LOCQA,0,2998,0,0,0,0,12696,50,0,0,0.0,19.042174796747968,0.0,0.0,0.0,0.0,80.64024390243902,0.3175813008130081,0.0,0.0
6L7P9,0,0,0,1499,0,11497,399,0,0,0,0.0,0.0,0.0,11.190742814483016,0.0,85.83053378126166,2.9787234042553195,0.0,0.0,0.0
HFKXM,0,249,1696,1499,0,0,0,0,0,0,0.0,7.229965156794425,49.24506387921022,43.52497096399535,0.0,0.0,0.0,0.0,0.0,0.0
METDE,0,4044,498,0,0,0,0,0,0,0,0.0,89.03566710700133,10.96433289299868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9GNMC,0,4696,0,0,1499,0,0,88,0,0,0.0,74.74136558968645,0.0,0.0,23.858029603692504,0.0,0.0,1.4006048066210408,0.0,0.0
MFZ91,0,0,0,0,0,0,0,917,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
A2Q4D,0,1499,0,36246,0,0,0,0,0,799,0.0,3.8890618513906183,0.0,94.03798256537983,0.0,0.0,0.0,0.0,0.0,2.072955583229556
YUSF0,12545,0,0,1499,0,0,3499,0,0,0,71.51000399019551,0.0,0.0,8.54471869121587,0.0,0.0,19.945277318588612,0.0,0.0,0.0
AQ2BM,14542,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOOEC,0,0,0,0,0,10293,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAX40,0,4194,0,0,1899,0,2999,0,0,0,0.0,46.12846458424989,0.0,0.0,20.88649362076551,0.0,32.9850417949846,0.0,0.0,0.0
WB14V,0,0,0,8744,0,0,0,88,0,0,0.0,0.0,0.0,99.0036231884058,0.0,0.0,0.0,0.9963768115942028,0.0,0.0
IR3VD,0,1999,0,4499,0,0,0,0,0,9595,0.0,12.421549742123904,0.0,27.956254272043747,0.0,0.0,0.0,0.0,0.0,59.62219598583235
OTAW8,0,0,0,0,7894,0,0,0,999,799,0.0,0.0,0.0,0.0,81.44861741642592,0.0,0.0,0.0,10.307470078415188,8.243912505158894
E9OPA,0,7192,0,0,999,0,0,0,0,1299,0.0,75.7850368809273,0.0,0.0,10.526870389884088,0.0,0.0,0.0,0.0,13.68809272918862
D9JIA,0,0,0,0,1499,0,0,621,1999,1499,0.0,0.0,0.0,0.0,26.68209327162691,0.0,0.0,11.05375578497686,35.58205767176931,26.68209327162691
04C4K,0,399,0,21995,0,0,0,0,2499,0,0.0,1.6028602418350542,0.0,88.35817298035592,0.0,0.0,0.0,0.0,10.038966777809023,0.0
0YDXE,0,0,0,0,0,11995,1199,88,1999,0,0.0,0.0,0.0,0.0,0.0,78.4961717165107,7.846345134480728,0.5758785419802369,13.081604607028336,0.0
S7JMM,0,0,120,0,0,0,2499,0,19695,0,0.0,0.0,0.5377789728421619,0.0,0.0,0.0,11.199247109438021,0.0,88.26297391771982,0.0
2RYKR,799,0,1715,0,699,0,0,0,0,999,18.969610636277302,0.0,40.71699905033238,0.0,16.595441595441596,0.0,0.0,0.0,0.0,23.717948717948715
7LOTQ,0,0,1499,6996,1499,0,0,30,0,0,0.0,0.0,14.95411013567438,69.79249800478851,14.95411013567438,0.0,0.0,0.29928172386272944,0.0,0.0
G3OI3,999,0,0,4446,0,0,0,0,0,0,18.34710743801653,0.0,0.0,81.65289256198346,0.0,0.0,0.0,0.0,0.0,0.0
TIFN1,12091,0,1499,0,0,0,0,0,0,0,88.96983075791023,0.0,11.030169242089771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHDJL,0,1499,0,6796,0,0,0,0,0,1999,0.0,14.561880707208083,0.0,66.01904021760248,0.0,0.0,0.0,0.0,0.0,19.41907907518943
YK7S1,7946,0,0,0,1299,899,0,0,0,0,78.33201892744479,0.0,0.0,0.0,12.805599369085174,8.862381703470032,0.0,0.0,0.0,0.0
AVRI6,0,699,0,0,5695,0,0,0,0,0,0.0,10.932123866124492,0.0,0.0,89.06787613387552,0.0,0.0,0.0,0.0,0.0
BZERX,0,0,0,0,0,0,0,970,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
EB7BZ,0,5643,0,0,0,0,0,0,0,3098,0.0,64.557830911795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44216908820501
WOJBO,0,0,0,0,0,0,0,0,11795,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2E8R3,0,0,299,3999,0,0,0,0,19593,0,0.0,0.0,1.2515173077728015,16.738520781884393,0.0,0.0,0.0,0.0,82.00996191034281,0.0
CZUFH,0,0,0,1999,0,19696,0,0,0,0,0.0,0.0,0.0,9.21410463240378,0.0,90.78589536759623,0.0,0.0,0.0,0.0
D1RQG,0,0,0,2999,0,0,0,0,0,5696,0.0,0.0,0.0,34.49108683151236,0.0,0.0,0.0,0.0,0.0,65.50891316848764
VIXG9,0,1846,0,0,0,0,0,30,0,0,0.0,98.40085287846482,0.0,0.0,0.0,0.0,0.0,1.5991471215351813,0.0,0.0
JMR47,0,0,0,0,0,0,0,0,0,18490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
WJB8E,13091,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHWF8,8196,0,0,0,0,0,0,0,2498,0,76.64110716289508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.358892837104918,0.0
B7KGF,1299,0,0,4499,0,0,5097,0,0,0,11.922900413033503,0.0,0.0,41.29417163836622,0.0,0.0,46.782927948600275,0.0,0.0,0.0
QXAIA,11443,349,0,0,0,0,0,0,0,0,97.04036635006784,2.9596336499321576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRV45,0,0,0,699,3496,0,399,0,0,1499,0.0,0.0,0.0,11.472181191531265,57.377318234039066,0.0,6.548498276710981,0.0,0.0,24.602002297718695
QODB3,0,0,0,3498,0,0,0,0,11693,0,0.0,0.0,0.0,23.026792179580013,0.0,0.0,0.0,0.0,76.97320782041999,0.0
CAACC,0,0,0,0,0,0,0,0,20495,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
